LocationID,SessionID,GroupID,RecordID,Language,Lockdown,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,ISOPleasan,ISOEventfu,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,Overall,Appropriat,loud,sss04,sss05,who01,who02,who03,who04,who05,WHO_Sum,Age,Gender,occ00___Em,occ00___Un,occ00___Re,occ00___St,occ00___Ot,occ00___Ra,occ00_othe,Occupation,edu00,eth00,eth00_othe,misc00,misc03,misc03_oth,misc04,misc01,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,RecordingL,Loudness_N,N10_N90(so,Sharpness_,Rough_HM_R,Rough_HM_A,"FS_Avg,ari","I_HM_Avg,a",Ton_HM_Avg,LZeq_L(dB(,LAeq_L(A)(,LA10_LA90(,LCeq_LAeq(,LC10_LC90(,RA_2D_cp(c,PA(Zwicker,fid,NoiseClass,NoiseCla_1,OBJECTID,ID,A_pred,A_prob,B_pred,B_prob,PARKSDISTAN,fountainsvi,roadnoiseco,treesvisibi,vi20mbigger,DISTANCE,SVF,VISIBLE
PancrasLock,PancrasLock1,PL112,224,English,0,11-4-2019 12:50,11-4-2019 12:52,51.5365880000,-0.1279690000,4,4,2,2,0.2071000000,0.2071000000,4,3,2,2,3,2,4,2,4,2,3,2,3,4,3,3,4,4,72,29,Male,1,0,0,0,0,0,,Employed,7,1,,,,,,,1,1,1,1,0,0,0,,0,35.5400000000,16.5000000000,5.7200000000,1.5500000000,0.0292000000,0.0292000000,0.0073700000,0.3860000000,0.1380000000,72.2300000000,58.3100000000,6.4400000000,9.9900000000,7.4800000000,10.8000000000,16.7398955900,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL113,225,English,0,11-4-2019 12:45,11-4-2019 12:55,51.5365880000,-0.1279690000,2,4,2,1,-0.4268000000,0.2197000000,1,4,3,4,1,3,4,3,2,3,4,2,4,3,3,4,3,3,64,42,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL114,267,English,0,11-4-2019 12:53,11-4-2019 12:58,51.5365880000,-0.1279690000,2,3,4,3,0.5303000000,0.1768000000,4,2,4,2,3,1,3,2,2,2,3,1,2,3,2,3,2,3,52,23,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,"It's pleasant and nice, just the building work isn't so nice.",1,2,1,1,0,0,0,,1,39.4200000000,13.9000000000,3.9600000000,1.6000000000,0.0356000000,0.0356000000,0.0329000000,0.4620000000,0.1490000000,73.1700000000,58.8800000000,6.9700000000,8.4600000000,2.8700000000,12.6000000000,14.2650363900,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL114,226,English,0,11-4-2019 12:53,11-4-2019 12:57,51.5365880000,-0.1279690000,3,4,3,2,0.0732000000,0.2803000000,3,4,2,2,4,3,4,1,2,2,3,1,2,1,1,4,2,2,40,27,Male,1,0,0,0,0,0,,Employed,5,2,,,,,,,1,2,1,1,0,0,0,,0,39.4200000000,13.9000000000,3.9600000000,1.6000000000,0.0356000000,0.0356000000,0.0329000000,0.4620000000,0.1490000000,73.1700000000,58.8800000000,6.9700000000,8.4600000000,2.8700000000,12.6000000000,14.2650363900,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL115,227,English,0,11-4-2019 12:57,11-4-2019 13:02,51.5365880000,-0.1279690000,1,4,2,3,0.5303000000,0.1339000000,4,2,4,2,4,1,4,3,4,4,3,5,5,3,3,3,3,3,60,28,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL115,265,English,0,11-4-2019 12:55,11-4-2019 13:05,51.5365880000,-0.1279690000,2,4,3,2,-0.0429000000,0.4571000000,3,4,3,1,2,2,4,3,3,3,2,5,5,4,4,3,1,3,60,28,Male,1,0,0,0,0,0,,Employed,7,2,,,,,,,4,2,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL116,263,English,0,11-4-2019 12:59,11-4-2019 13:04,51.5365880000,-0.1279690000,3,3,3,1,-0.2500000000,0.6036000000,2,4,3,2,1,3,5,2,3,2,3,2,2,1,1,1,1,1,20,46,RatherNotSay,0,0,0,0,0,1,,RatherNotSay,7,6,,,,,,,4,2,1,1,0,0,0,windy,1,30.0000000000,19.3000000000,6.8000000000,1.6800000000,0.0318000000,0.0318000000,0.0273000000,0.4190000000,0.1140000000,81.3200000000,62.3100000000,7.2000000000,10.3800000000,8.7800000000,13.1000000000,19.6862888200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL116,228,English,0,11-4-2019 12:59,11-4-2019 13:05,51.5365880000,-0.1279690000,3,3,2,1,-0.1768000000,-0.1339000000,2,3,2,4,2,3,2,2,3,2,3,2,2,4,4,3,3,4,72,48,Male,1,0,0,0,0,0,,Employed,7,1,,,,,,,4,2,1,1,0,0,0,Windy,0,30.0000000000,19.3000000000,6.8000000000,1.6800000000,0.0318000000,0.0318000000,0.0273000000,0.4190000000,0.1140000000,81.3200000000,62.3100000000,7.2000000000,10.3800000000,8.7800000000,13.1000000000,19.6862888200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL117,264,English,0,11-4-2019 13:06,11-4-2019 13:13,51.5365880000,-0.1279690000,2,4,2,2,0.4268000000,0.2803000000,4,3,4,2,4,2,4,2,4,3,3,5,5,3,3,4,2,3,60,57,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,,1,1,1,1,0,0,0,Helicopter passing by,1,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL118,229,English,0,11-4-2019 13:06,11-4-2019 13:12,51.5365880000,-0.1279690000,2,3,3,3,0.6036000000,0.0000000000,4,2,4,2,4,1,2,2,4,4,3,5,5,4,4,4,4,1,68,36,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,1,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL119,266,English,0,11-4-2019 13:10,11-4-2019 13:20,51.5365880000,-0.1279690000,2,4,3,3,-0.2500000000,0.3536000000,3,4,4,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,60,36,Female,1,0,0,0,0,0,,Employed,6,1,,,,,,,4,2,1,1,0,0,0,,1,40.9200000000,15.5000000000,4.3300000000,1.6100000000,0.0303000000,0.0303000000,0.0275000000,0.4650000000,0.1530000000,81.0900000000,59.5200000000,7.3500000000,13.2200000000,12.2100000000,14.0000000000,15.8294130500,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL119,230,English,0,11-4-2019 13:13,11-4-2019 13:19,51.5365880000,-0.1279690000,1,3,2,2,0.3964000000,0.2500000000,5,1,4,4,2,4,5,1,4,4,4,5,4,1,1,4,2,3,44,43,Male,1,0,0,0,0,0,,Employed,3,1,,,,,,,4,2,1,1,0,0,0,,0,40.9200000000,15.5000000000,4.3300000000,1.6100000000,0.0303000000,0.0303000000,0.0275000000,0.4650000000,0.1530000000,81.0900000000,59.5200000000,7.3500000000,13.2200000000,12.2100000000,14.0000000000,15.8294130500,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL120,231,English,0,11-4-2019 13:08,11-4-2019 13:22,51.5365880000,-0.1279690000,1,4,3,2,-0.0732000000,0.4268000000,3,4,4,2,2,3,4,3,3,4,3,1,3,3,2,2,1,3,44,26,Male,0,1,0,0,0,0,,Unemployed,4,1,,,,,,,1,2,1,1,0,0,0,,0,38.5700000000,14.5000000000,3.9500000000,1.7100000000,0.0306000000,0.0306000000,0.0238000000,0.4380000000,0.1490000000,74.5000000000,59.7200000000,6.5600000000,10.1300000000,8.9500000000,12.7000000000,14.8023918400,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock1,PL120,262,English,0,11-4-2019 13:08,11-4-2019 13:25,51.5365880000,-0.1279690000,3,3,2,2,0.7071000000,-0.3536000000,5,1,4,4,4,1,2,3,4,3,1,1,4,4,4,0,4,4,64,59,Male,0,0,1,0,0,0,,Retired,5,1,,,,,,,4,2,1,1,0,0,0,,1,38.5700000000,14.5000000000,3.9500000000,1.7100000000,0.0306000000,0.0306000000,0.0238000000,0.4380000000,0.1490000000,74.5000000000,59.7200000000,6.5600000000,10.1300000000,8.9500000000,12.7000000000,14.8023918400,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL201,371,English,0,12-4-2019 11:35,12-4-2019 11:40,51.5365880000,-0.1279690000,2,4,2,2,0.6768000000,0.1339000000,5,2,4,2,5,2,4,2,3,4,4,5,5,4,4,3,3,4,72,47,Male,1,0,0,0,0,0,,Employed,4,1,,,,,,No,4,1,1,1,0,0,0,,0,34.5600000000,15.2000000000,3.1000000000,1.6300000000,0.0299000000,0.0299000000,0.0137000000,0.4090000000,0.1110000000,73.5000000000,58.6800000000,4.2300000000,11.7000000000,2.1100000000,12.7000000000,15.4613060900,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL202,409,English,0,12-4-2019 11:39,12-4-2019 11:46,51.5365880000,-0.1279690000,3,2,2,2,0.3839000000,0.5303000000,4,3,4,1,2,1,4,2,4,3,3,2,3,4,3,2,3,3,60,80,Male,0,0,1,0,0,0,,Retired,7,1,,,1,,,,2,2,1,1,0,0,0,,1,38.4900000000,15.7000000000,5.0300000000,1.6500000000,0.0292000000,0.0292000000,0.0444000000,0.5060000000,0.2120000000,72.0500000000,60.9000000000,8.6700000000,8.3800000000,3.5300000000,13.6000000000,16.1013514700,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL202,410,English,0,12-4-2019 11:39,12-4-2019 11:46,51.5365880000,-0.1279690000,4,4,3,2,-0.0732000000,-0.2197000000,4,2,2,2,,4,2,4,2,2,3,3,3,5,5,5,5,5,100,78,Female,0,0,1,0,0,0,,Retired,2,1,,,,,,all the time there is a background of low sounds,2,2,1,1,0,0,0,,1,38.4900000000,15.7000000000,5.0300000000,1.6500000000,0.0292000000,0.0292000000,0.0444000000,0.5060000000,0.2120000000,72.0500000000,60.9000000000,8.6700000000,8.3800000000,3.5300000000,13.6000000000,16.1013514700,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL203,372,English,0,12-4-2019 11:44,12-4-2019 11:48,51.5365880000,-0.1279690000,4,4,4,2,-0.3536000000,0.0858000000,2,4,3,4,1,4,2,2,2,4,4,4,4,4,4,4,4,4,80,30,Male,1,0,0,0,0,0,,Employed,7,2,,,,,,,4,1,1,1,0,0,0,The boat was moving\turning so there was a lot of smoke,0,43.0500000000,21.4000000000,5.7000000000,1.7700000000,0.0355000000,0.0355000000,0.0137000000,0.4760000000,0.0831000000,78.7300000000,63.2500000000,5.6100000000,12.1300000000,6.4200000000,13.1000000000,21.8003129200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL203,373,English,0,12-4-2019 11:43,12-4-2019 11:56,51.5365880000,-0.1279690000,4,4,2,1,-0.2929000000,0.2500000000,3,4,3,3,1,3,4,4,2,2,4,3,3,4,3,3,3,2,60,28,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,2,1,1,0,0,0,Only 1 completed,0,43.0500000000,21.4000000000,5.7000000000,1.7700000000,0.0355000000,0.0355000000,0.0137000000,0.4760000000,0.0831000000,78.7300000000,63.2500000000,5.6100000000,12.1300000000,6.4200000000,13.1000000000,21.8003129200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL205,411,English,0,12-4-2019 11:59,12-4-2019 12:01,51.5365880000,-0.1279690000,3,3,4,2,-0.1464000000,0.3536000000,4,4,4,2,2,4,4,4,2,3,3,3,3,4,3,3,3,4,68,52,Male,0,0,0,0,1,0,Self-employed,Other,3,1,,,,,,,4,2,1,1,0,0,0,,1,38.1900000000,14.3000000000,3.5100000000,1.7400000000,0.0307000000,0.0307000000,0.0147000000,0.3810000000,0.2320000000,72.3000000000,59.3100000000,5.3500000000,6.7600000000,4.9600000000,11.3000000000,14.5613752100,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL206,413,English,0,12-4-2019 12:01,12-4-2019 12:07,51.5365880000,-0.1279690000,3,2,3,3,0.9268000000,0.2374000000,5,1,4,1,5,1,4,1,5,4,2,2,4,3,2,2,4,3,56,72,Female,0,0,1,0,0,0,,Retired,5,1,,,2,,,Variety,4,1,1,1,0,0,0,,1,34.5600000000,14.3000000000,3.0000000000,1.4700000000,0.0330000000,0.0330000000,0.0107000000,0.3390000000,0.2370000000,70.5200000000,59.4300000000,4.0000000000,8.4000000000,4.6300000000,11.4000000000,14.5590088500,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL207,412,English,0,12-4-2019 11:56,12-4-2019 12:06,51.5365880000,-0.1279690000,3,3,4,3,0.7500000000,0.0000000000,4,1,4,3,4,1,3,1,3,4,2,3,3,4,4,4,4,4,80,63,Male,0,0,0,0,1,0,Self-employed,Other,4,1,,,1,,,,4,2,1,1,0,0,0,Only 1 person completed the questionnaire,1,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL209,414,English,0,12-4-2019 11:59,12-4-2019 12:10,51.5365880000,-0.1279690000,3,4,2,2,0.1768000000,0.2197000000,4,4,4,4,3,3,4,2,2,4,2,2,4,3,2,3,2,4,56,21,Male,0,0,0,1,0,0,,Student,3,1,,,3,,,,4,3,1,1,0,0,0,,1,33.9200000000,18.5000000000,5.5000000000,1.8000000000,0.0339000000,0.0339000000,0.0166000000,0.4780000000,0.1850000000,80.9000000000,62.6800000000,6.8100000000,11.9700000000,11.3600000000,14.2000000000,18.9773861300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL209,374,English,0,12-4-2019 11:59,12-4-2019 12:09,51.5365880000,-0.1279690000,2,3,3,2,0.5000000000,-0.1036000000,3,2,4,4,4,1,3,2,4,5,3,1,3,3,3,3,3,3,60,56,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,3,1,1,0,0,0,,0,33.9200000000,18.5000000000,5.5000000000,1.8000000000,0.0339000000,0.0339000000,0.0166000000,0.4780000000,0.1850000000,80.9000000000,62.6800000000,6.8100000000,11.9700000000,11.3600000000,14.2000000000,18.9773861300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL210,375,English,0,12-4-2019 11:59,12-4-2019 12:12,51.5365880000,-0.1279690000,2,4,2,3,0.4268000000,-0.1768000000,4,2,3,3,4,2,2,2,4,3,3,1,3,3,3,3,2,3,56,47,Female,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,1,1,1,0,0,0,,0,30.0000000000,12.6000000000,2.2000000000,1.4800000000,0.0332000000,0.0332000000,0.0062000000,0.3410000000,0.2350000000,67.9700000000,59.3700000000,3.8300000000,6.8500000000,3.3900000000,10.4000000000,12.8233196000,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL211,397,English,0,12-4-2019 12:08,12-4-2019 12:18,51.5365880000,-0.1279690000,2,2,2,2,0.5732000000,-0.2197000000,4,1,2,3,5,2,3,1,4,4,1,2,3,5,5,2,2,1,60,63,Male,0,0,1,0,0,0,,Retired,4,1,,,2,,,,3,2,1,1,0,0,0,,1,38.5700000000,13.7000000000,3.1000000000,1.5700000000,0.0330000000,0.0330000000,0.0103000000,0.3900000000,0.1570000000,70.1200000000,58.4500000000,3.8000000000,8.7000000000,2.8000000000,11.4000000000,13.9507552400,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL211,376,English,0,12-4-2019 12:11,12-4-2019 12:16,51.5365880000,-0.1279690000,3,4,2,2,0.5303000000,-0.2197000000,4,1,2,3,4,1,3,2,4,4,2,3,3,2,1,1,2,2,32,31,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,3,2,1,1,0,0,0,,0,38.5700000000,13.7000000000,3.1000000000,1.5700000000,0.0330000000,0.0330000000,0.0103000000,0.3900000000,0.1570000000,70.1200000000,58.4500000000,3.8000000000,8.7000000000,2.8000000000,11.4000000000,13.9507552400,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL212,415,English,0,12-4-2019 12:12,12-4-2019 12:26,51.5365880000,-0.1279690000,4,3,4,4,0.9268000000,0.1339000000,5,1,4,2,5,1,4,1,5,4,2,1,4,4,3,2,1,4,56,50,Female,1,0,0,0,0,0,,Employed,1,1,,,2,,,,4,3,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL212,396,English,0,12-4-2019 12:12,12-4-2019 12:15,51.5365880000,-0.1279690000,3,3,3,2,0.4571000000,0.0607000000,4,2,2,2,4,1,4,2,4,4,3,1,3,4,3,2,2,3,56,52,Male,1,0,0,0,0,0,,Employed,5,1,,,3,Live about an hour away,,,4,3,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL213,378,English,0,12-4-2019 12:19,12-4-2019 12:24,51.5365880000,-0.1279690000,3,2,3,2,0.6036000000,-0.2929000000,4,1,1,1,5,1,1,1,5,5,3,3,3,5,5,5,5,5,100,59,Male,1,0,0,0,0,0,,Employed,5,1,,,,,,No,4,2,1,1,0,0,0,,0,55.2100000000,17.9000000000,3.7000000000,1.6200000000,0.0337000000,0.0337000000,0.0073500000,0.4380000000,0.2270000000,75.3700000000,62.6600000000,3.7600000000,9.8600000000,2.9200000000,12.8000000000,18.1850406900,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL215,401,English,0,12-4-2019 12:24,12-4-2019 12:44,51.5365880000,-0.1279690000,2,4,2,2,0.0303000000,-0.4268000000,3,2,2,4,3,2,2,4,3,3,2,4,4,3,3,3,3,3,60,24,Female,1,0,0,0,0,0,,Employed,5,1,,,1,,,,4,2,1,1,0,0,0,,1,30.5900000000,21.4000000000,6.2000000000,1.6900000000,0.0356000000,0.0356000000,0.0096000000,0.3940000000,0.5540000000,78.5700000000,64.4100000000,5.8400000000,12.1900000000,8.3400000000,13.0000000000,21.7452274300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL215,379,English,0,12-4-2019 12:24,12-4-2019 12:34,51.5365880000,-0.1279690000,1,4,2,3,-0.0126000000,0.1161000000,4,5,2,3,2,2,2,2,2,1,3,4,4,3,3,4,2,3,60,32,Female,1,0,0,0,0,0,,Employed,5,1,,,,,,,4,2,1,1,0,0,0,,0,30.5900000000,21.4000000000,6.2000000000,1.6900000000,0.0356000000,0.0356000000,0.0096000000,0.3940000000,0.5540000000,78.5700000000,64.4100000000,5.8400000000,12.1900000000,8.3400000000,13.0000000000,21.7452274300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL216,380,English,0,12-4-2019 12:27,12-4-2019 12:42,51.5365880000,-0.1279690000,2,4,3,2,-0.2500000000,0.1464000000,2,4,2,4,2,3,4,2,4,3,4,4,5,4,4,4,3,5,80,51,Female,0,0,0,0,0,1,,RatherNotSay,6,2,,,,,,,4,2,1,1,0,0,0,,0,29.5000000000,12.4000000000,2.2700000000,1.5300000000,0.0318000000,0.0318000000,0.0104000000,0.3840000000,0.0950000000,70.3100000000,57.5900000000,3.4800000000,8.4300000000,2.9600000000,10.8000000000,12.6294804200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL216,398,English,0,12-4-2019 12:27,12-4-2019 12:42,51.5365880000,-0.1279690000,3,1,3,2,0.9268000000,0.0732000000,5,2,5,2,5,1,2,1,5,3,3,4,5,4,4,3,2,3,64,20,Male,0,0,0,1,0,0,,Student,3,1,,,1,,,,4,2,1,1,0,0,0,,1,29.5000000000,12.4000000000,2.2700000000,1.5300000000,0.0318000000,0.0318000000,0.0104000000,0.3840000000,0.0950000000,70.3100000000,57.5900000000,3.4800000000,8.4300000000,2.9600000000,10.8000000000,12.6294804200,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL217,402,English,0,12-4-2019 12:35,12-4-2019 12:43,51.5365880000,-0.1279690000,2,2,1,4,0.6464000000,0.3107000000,5,2,5,2,5,3,5,2,4,2,3,2,4,5,5,5,5,5,100,40,Female,1,0,0,0,0,0,,Employed,2,1,,,2,,,,4,2,1,1,0,0,0,,1,28.0900000000,13.5000000000,3.3600000000,1.7900000000,0.0291000000,0.0291000000,0.0215000000,0.4900000000,0.2540000000,70.8200000000,58.3900000000,5.3100000000,7.3000000000,3.5500000000,11.8000000000,13.8280039300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL217,381,English,0,12-4-2019 12:35,12-4-2019 12:43,51.5365880000,-0.1279690000,2,2,1,1,0.3536000000,-0.2071000000,4,3,4,5,4,2,3,3,4,2,2,1,4,4,4,4,3,3,72,28,Male,1,0,0,0,0,0,,Employed,2,1,,,,,,,4,2,1,1,0,0,0,,0,28.0900000000,13.5000000000,3.3600000000,1.7900000000,0.0291000000,0.0291000000,0.0215000000,0.4900000000,0.2540000000,70.8200000000,58.3900000000,5.3100000000,7.3000000000,3.5500000000,11.8000000000,13.8280039300,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
PancrasLock,PancrasLock2,PL218,408,English,0,12-4-2019 12:45,12-4-2019 13:01,51.5365880000,-0.1279690000,3,2,2,1,0.6768000000,-0.1768000000,4,1,3,4,4,1,3,1,,,,,,,,,,,,,,0,0,0,0,0,0,,RatherNotSay,,,,,,,,,4,2,1,1,0,0,0,,1,17.4200000000,16.7000000000,6.4700000000,1.6400000000,0.0308000000,0.0308000000,0.0107000000,0.4690000000,0.1180000000,70.4100000000,60.3600000000,7.3900000000,6.9100000000,6.6500000000,11.5000000000,16.9686944100,,,6,3575707,10181626,Built-up Areas and Gardens,0.0000000000,,0.0000000000,-6.3674378400,0.0000000000,60.0000000000,8.0849773900,1.0000000000,63.28579278,0.92928100,86.07823050
